axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
ability,mobility,wheelchair-bound,(none),dispreferred,husband,husbands,male,a wheelchair-bound husband,wheelchair-bound husbands,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,individual,individuals,neutral,a wheelchair-bound individual,wheelchair-bound individuals,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,kid,kids,neutral,a wheelchair-bound kid,wheelchair-bound kids,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,lady,ladies,female,a wheelchair-bound lady,wheelchair-bound ladies,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,man,men,male,a wheelchair-bound man,wheelchair-bound men,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,mom,moms,female,a wheelchair-bound mom,wheelchair-bound moms,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,mother,mothers,female,a wheelchair-bound mother,wheelchair-bound mothers,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,parent,parents,neutral,a wheelchair-bound parent,wheelchair-bound parents,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,person,people,neutral,a wheelchair-bound person,wheelchair-bound people,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,sibling,siblings,neutral,a wheelchair-bound sibling,wheelchair-bound siblings,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,sister,sisters,female,a wheelchair-bound sister,wheelchair-bound sisters,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,son,sons,male,a wheelchair-bound son,wheelchair-bound sons,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,spouse,spouses,neutral,a wheelchair-bound spouse,wheelchair-bound spouses,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,veteran,veterans,neutral,a wheelchair-bound veteran,wheelchair-bound veterans,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,wife,wives,female,a wheelchair-bound wife,wheelchair-bound wives,descriptor_noun
ability,mobility,wheelchair-bound,(none),dispreferred,woman,women,female,a wheelchair-bound woman,wheelchair-bound women,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,(none),(none),(none),neurodivergent,neurodivergent,descriptor
ability,neurological,neurodivergent,(none),dispreferred,boy,boys,male,a neurodivergent boy,neurodivergent boys,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,bro,bros,male,a neurodivergent bro,neurodivergent bros,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,brother,brothers,male,a neurodivergent brother,neurodivergent brothers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,child,children,neutral,a neurodivergent child,neurodivergent children,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,dad,dads,male,a neurodivergent dad,neurodivergent dads,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,daughter,daughters,female,a neurodivergent daughter,neurodivergent daughters,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,father,fathers,male,a neurodivergent father,neurodivergent fathers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,girl,girls,female,a neurodivergent girl,neurodivergent girls,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandfather,grandfathers,male,a neurodivergent grandfather,neurodivergent grandfathers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandma,grandmas,female,a neurodivergent grandma,neurodivergent grandmas,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandmother,grandmothers,female,a neurodivergent grandmother,neurodivergent grandmothers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandpa,grandpas,male,a neurodivergent grandpa,neurodivergent grandpas,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,grandparent,grandparents,neutral,a neurodivergent grandparent,neurodivergent grandparents,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,guy,guys,male,a neurodivergent guy,neurodivergent guys,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,husband,husbands,male,a neurodivergent husband,neurodivergent husbands,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,individual,individuals,neutral,a neurodivergent individual,neurodivergent individuals,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,kid,kids,neutral,a neurodivergent kid,neurodivergent kids,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,lady,ladies,female,a neurodivergent lady,neurodivergent ladies,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,man,men,male,a neurodivergent man,neurodivergent men,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,mom,moms,female,a neurodivergent mom,neurodivergent moms,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,mother,mothers,female,a neurodivergent mother,neurodivergent mothers,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,parent,parents,neutral,a neurodivergent parent,neurodivergent parents,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,person,people,neutral,a neurodivergent person,neurodivergent people,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,sibling,siblings,neutral,a neurodivergent sibling,neurodivergent siblings,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,sister,sisters,female,a neurodivergent sister,neurodivergent sisters,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,son,sons,male,a neurodivergent son,neurodivergent sons,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,spouse,spouses,neutral,a neurodivergent spouse,neurodivergent spouses,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,veteran,veterans,neutral,a neurodivergent veteran,neurodivergent veterans,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,wife,wives,female,a neurodivergent wife,neurodivergent wives,descriptor_noun
ability,neurological,neurodivergent,(none),dispreferred,woman,women,female,a neurodivergent woman,neurodivergent women,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,(none),(none),(none),neurotypical,neurotypical,descriptor
ability,neurological,neurotypical,(none),dispreferred,boy,boys,male,a neurotypical boy,neurotypical boys,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,bro,bros,male,a neurotypical bro,neurotypical bros,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,brother,brothers,male,a neurotypical brother,neurotypical brothers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,child,children,neutral,a neurotypical child,neurotypical children,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,dad,dads,male,a neurotypical dad,neurotypical dads,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,daughter,daughters,female,a neurotypical daughter,neurotypical daughters,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,father,fathers,male,a neurotypical father,neurotypical fathers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,girl,girls,female,a neurotypical girl,neurotypical girls,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandfather,grandfathers,male,a neurotypical grandfather,neurotypical grandfathers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandma,grandmas,female,a neurotypical grandma,neurotypical grandmas,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandmother,grandmothers,female,a neurotypical grandmother,neurotypical grandmothers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandpa,grandpas,male,a neurotypical grandpa,neurotypical grandpas,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,grandparent,grandparents,neutral,a neurotypical grandparent,neurotypical grandparents,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,guy,guys,male,a neurotypical guy,neurotypical guys,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,husband,husbands,male,a neurotypical husband,neurotypical husbands,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,individual,individuals,neutral,a neurotypical individual,neurotypical individuals,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,kid,kids,neutral,a neurotypical kid,neurotypical kids,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,lady,ladies,female,a neurotypical lady,neurotypical ladies,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,man,men,male,a neurotypical man,neurotypical men,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,mom,moms,female,a neurotypical mom,neurotypical moms,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,mother,mothers,female,a neurotypical mother,neurotypical mothers,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,parent,parents,neutral,a neurotypical parent,neurotypical parents,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,person,people,neutral,a neurotypical person,neurotypical people,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,sibling,siblings,neutral,a neurotypical sibling,neurotypical siblings,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,sister,sisters,female,a neurotypical sister,neurotypical sisters,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,son,sons,male,a neurotypical son,neurotypical sons,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,spouse,spouses,neutral,a neurotypical spouse,neurotypical spouses,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,veteran,veterans,neutral,a neurotypical veteran,neurotypical veterans,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,wife,wives,female,a neurotypical wife,neurotypical wives,descriptor_noun
ability,neurological,neurotypical,(none),dispreferred,woman,women,female,a neurotypical woman,neurotypical women,descriptor_noun
ability,visual,blind,(none),reviewed,(none),(none),(none),blind,blind,descriptor
ability,visual,blind,(none),reviewed,boy,boys,male,a blind boy,blind boys,descriptor_noun
ability,visual,blind,(none),reviewed,bro,bros,male,a blind bro,blind bros,descriptor_noun
ability,visual,blind,(none),reviewed,brother,brothers,male,a blind brother,blind brothers,descriptor_noun
ability,visual,blind,(none),reviewed,child,children,neutral,a blind child,blind children,descriptor_noun
ability,visual,blind,(none),reviewed,dad,dads,male,a blind dad,blind dads,descriptor_noun
ability,visual,blind,(none),reviewed,daughter,daughters,female,a blind daughter,blind daughters,descriptor_noun
ability,visual,blind,(none),reviewed,father,fathers,male,a blind father,blind fathers,descriptor_noun
ability,visual,blind,(none),reviewed,girl,girls,female,a blind girl,blind girls,descriptor_noun
ability,visual,blind,(none),reviewed,grandfather,grandfathers,male,a blind grandfather,blind grandfathers,descriptor_noun
ability,visual,blind,(none),reviewed,grandma,grandmas,female,a blind grandma,blind grandmas,descriptor_noun
ability,visual,blind,(none),reviewed,grandmother,grandmothers,female,a blind grandmother,blind grandmothers,descriptor_noun
ability,visual,blind,(none),reviewed,grandpa,grandpas,male,a blind grandpa,blind grandpas,descriptor_noun
ability,visual,blind,(none),reviewed,grandparent,grandparents,neutral,a blind grandparent,blind grandparents,descriptor_noun
ability,visual,blind,(none),reviewed,guy,guys,male,a blind guy,blind guys,descriptor_noun
ability,visual,blind,(none),reviewed,husband,husbands,male,a blind husband,blind husbands,descriptor_noun
ability,visual,blind,(none),reviewed,individual,individuals,neutral,a blind individual,blind individuals,descriptor_noun
ability,visual,blind,(none),reviewed,kid,kids,neutral,a blind kid,blind kids,descriptor_noun
ability,visual,blind,(none),reviewed,lady,ladies,female,a blind lady,blind ladies,descriptor_noun
ability,visual,blind,(none),reviewed,man,men,male,a blind man,blind men,descriptor_noun
ability,visual,blind,(none),reviewed,mom,moms,female,a blind mom,blind moms,descriptor_noun
ability,visual,blind,(none),reviewed,mother,mothers,female,a blind mother,blind mothers,descriptor_noun
ability,visual,blind,(none),reviewed,parent,parents,neutral,a blind parent,blind parents,descriptor_noun
ability,visual,blind,(none),reviewed,person,people,neutral,a blind person,blind people,descriptor_noun
ability,visual,blind,(none),reviewed,sibling,siblings,neutral,a blind sibling,blind siblings,descriptor_noun
ability,visual,blind,(none),reviewed,sister,sisters,female,a blind sister,blind sisters,descriptor_noun
ability,visual,blind,(none),reviewed,son,sons,male,a blind son,blind sons,descriptor_noun
